1.161599, -0.184845, 0.147144, 1.000000
1.162270, -0.184764, 0.147017, 1.000000
1.162829, -0.184696, 0.146910, 1.000000
1.164569, -0.184484, 0.146578, 1.000000
1.165631, -0.184356, 0.146376, 1.000000
1.166621, -0.184236, 0.146187, 1.000000
1.167580, -0.184120, 0.146004, 1.000000
1.169574, -0.183879, 0.145624, 1.000000
1.170431, -0.183776, 0.145461, 1.000000
1.170860, -0.183725, 0.145379, 1.000000
1.172434, -0.183536, 0.145079, 1.000000
1.172894, -0.183481, 0.144992, 1.000000
1.174558, -0.183281, 0.144676, 1.000000
1.175273, -0.183196, 0.144542, 1.000000
1.175781, -0.183135, 0.144446, 1.000000
1.177511, -0.182929, 0.144120, 1.000000
1.178038, -0.182866, 0.144021, 1.000000
1.178555, -0.182805, 0.143924, 1.000000
1.180350, -0.182591, 0.143587, 1.000000
1.180813, -0.182536, 0.143500, 1.000000
1.182348, -0.182354, 0.143212, 1.000000
1.182903, -0.182289, 0.143109, 1.000000
1.185367, -0.181998, 0.142650, 1.000000
1.186002, -0.181923, 0.142532, 1.000000
1.187093, -0.181794, 0.142330, 1.000000
1.189254, -0.181540, 0.141933, 1.000000
1.189790, -0.181477, 0.141835, 1.000000
1.191411, -0.181287, 0.141538, 1.000000
1.192551, -0.181154, 0.141328, 1.000000
1.193898, -0.180996, 0.141081, 1.000000
1.194880, -0.180882, 0.140901, 1.000000
1.195905, -0.180763, 0.140713, 1.000000
1.196694, -0.180671, 0.140569, 1.000000
1.197341, -0.180596, 0.140452, 1.000000
1.198425, -0.180470, 0.140255, 1.000000
1.199275, -0.180371, 0.140101, 1.000000
1.201188, -0.180150, 0.139756, 1.000000
1.201966, -0.180060, 0.139617, 1.000000
1.203053, -0.179934, 0.139421, 1.000000
1.203944, -0.179832, 0.139262, 1.000000
1.204615, -0.179754, 0.139142, 1.000000
1.205343, -0.179671, 0.139012, 1.000000
1.207113, -0.179467, 0.138696, 1.000000
1.207998, -0.179366, 0.138537, 1.000000
1.209827, -0.179156, 0.138210, 1.000000
1.211129, -0.179007, 0.137978, 1.000000
1.212380, -0.178865, 0.137753, 1.000000
1.212896, -0.178806, 0.137660, 1.000000
1.215400, -0.178522, 0.137211, 1.000000
1.220404, -0.177955, 0.136315, 1.000000
1.222710, -0.177697, 0.135890, 1.000000
1.223530, -0.177606, 0.135742, 1.000000
1.225654, -0.177368, 0.135360, 1.000000
1.226466, -0.177278, 0.135215, 1.000000
1.228004, -0.177107, 0.134940, 1.000000
1.228996, -0.176997, 0.134763, 1.000000
1.229988, -0.176887, 0.134586, 1.000000
1.230462, -0.176834, 0.134502, 1.000000
1.232919, -0.176562, 0.134066, 1.000000
1.233456, -0.176503, 0.133971, 1.000000
1.234063, -0.176436, 0.133864, 1.000000
1.234618, -0.176375, 0.133766, 1.000000
1.236900, -0.176124, 0.133360, 1.000000
1.237663, -0.176040, 0.133221, 1.000000
1.238795, -0.175917, 0.133014, 1.000000
1.239774, -0.175811, 0.132833, 1.000000
1.240763, -0.175704, 0.132647, 1.000000
1.241520, -0.175622, 0.132504, 1.000000
1.243399, -0.175420, 0.132145, 1.000000
1.244568, -0.175295, 0.131918, 1.000000
1.245565, -0.175189, 0.131723, 1.000000
1.246708, -0.175067, 0.131499, 1.000000
1.253498, -0.174348, 0.130161, 1.000000
1.254696, -0.174224, 0.129916, 1.000000
1.255787, -0.174111, 0.129687, 1.000000
1.256640, -0.174024, 0.129506, 1.000000
1.257416, -0.173944, 0.129339, 1.000000
1.259867, -0.173695, 0.128807, 1.000000
1.260480, -0.173633, 0.128672, 1.000000
1.262680, -0.173412, 0.128187, 1.000000
1.263280, -0.173352, 0.128055, 1.000000
1.263870, -0.173293, 0.127925, 1.000000
1.265719, -0.173108, 0.127518, 1.000000
1.266293, -0.173051, 0.127392, 1.000000
1.267193, -0.172962, 0.127194, 1.000000
1.267895, -0.172892, 0.127040, 1.000000
1.268604, -0.172822, 0.126884, 1.000000
1.270666, -0.172619, 0.126431, 1.000000
1.271114, -0.172575, 0.126332, 1.000000
1.271543, -0.172533, 0.126238, 1.000000
1.273629, -0.172328, 0.125782, 1.000000
1.274075, -0.172285, 0.125686, 1.000000
1.274491, -0.172244, 0.125596, 1.000000
1.276034, -0.172094, 0.125261, 1.000000
1.276475, -0.172051, 0.125166, 1.000000
1.278312, -0.171873, 0.124770, 1.000000
1.278770, -0.171829, 0.124672, 1.000000
1.284826, -0.171243, 0.123379, 1.000000
1.285485, -0.171180, 0.123244, 1.000000
1.287644, -0.170973, 0.122798, 1.000000
1.288301, -0.170911, 0.122660, 1.000000
1.288889, -0.170855, 0.122536, 1.000000
1.289412, -0.170805, 0.122426, 1.000000
1.291539, -0.170604, 0.121979, 1.000000
1.292014, -0.170559, 0.121880, 1.000000
1.292717, -0.170493, 0.121733, 1.000000
1.293403, -0.170429, 0.121591, 1.000000
1.295514, -0.170230, 0.121154, 1.000000
1.295965, -0.170188, 0.121061, 1.000000
1.296358, -0.170151, 0.120981, 1.000000
1.298475, -0.169953, 0.120547, 1.000000
1.298990, -0.169905, 0.120442, 1.000000
1.299580, -0.169850, 0.120323, 1.000000
1.301441, -0.169677, 0.119945, 1.000000
1.301980, -0.169627, 0.119838, 1.000000
1.302693, -0.169561, 0.119695, 1.000000
1.303547, -0.169482, 0.119524, 1.000000
1.305145, -0.169334, 0.119207, 1.000000
1.305589, -0.169293, 0.119119, 1.000000
1.307431, -0.169122, 0.118757, 1.000000
1.307959, -0.169074, 0.118653, 1.000000
1.308576, -0.169017, 0.118533, 1.000000
1.310374, -0.168851, 0.118184, 1.000000
1.315047, -0.168422, 0.117283, 1.000000
1.315833, -0.168351, 0.117131, 1.000000
1.318303, -0.168126, 0.116657, 1.000000
1.318885, -0.168073, 0.116548, 1.000000
1.321408, -0.167844, 0.116074, 1.000000
1.322155, -0.167776, 0.115934, 1.000000
1.324316, -0.167582, 0.115527, 1.000000
1.324901, -0.167529, 0.115416, 1.000000
1.325377, -0.167487, 0.115325, 1.000000
1.327294, -0.167315, 0.114962, 1.000000
1.327765, -0.167273, 0.114873, 1.000000
1.328493, -0.167208, 0.114737, 1.000000
1.329130, -0.167151, 0.114618, 1.000000
1.331180, -0.166968, 0.114237, 1.000000
1.331656, -0.166926, 0.114149, 1.000000
1.332156, -0.166882, 0.114057, 1.000000
1.334217, -0.166699, 0.113679, 1.000000
1.334833, -0.166644, 0.113568, 1.000000
1.335503, -0.166585, 0.113447, 1.000000
1.336032, -0.166538, 0.113351, 1.000000
1.338507, -0.166319, 0.112904, 1.000000
1.339067, -0.166270, 0.112803, 1.000000
1.340398, -0.166152, 0.112564, 1.000000
1.342185, -0.165995, 0.112247, 1.000000
1.342608, -0.165958, 0.112172, 1.000000
1.345069, -0.165742, 0.111736, 1.000000
1.345544, -0.165701, 0.111651, 1.000000
1.347116, -0.165564, 0.111372, 1.000000
1.347829, -0.165502, 0.111247, 1.000000
1.349486, -0.165358, 0.110954, 1.000000
1.350127, -0.165302, 0.110841, 1.000000
1.351310, -0.165200, 0.110631, 1.000000
1.352233, -0.165120, 0.110468, 1.000000
1.353049, -0.165050, 0.110323, 1.000000
1.353587, -0.165004, 0.110228, 1.000000
1.356201, -0.164779, 0.109763, 1.000000
1.356880, -0.164721, 0.109643, 1.000000
1.359095, -0.164532, 0.109248, 1.000000
1.359646, -0.164485, 0.109150, 1.000000
1.360115, -0.164446, 0.109066, 1.000000
1.361995, -0.164286, 0.108733, 1.000000
1.363528, -0.164157, 0.108461, 1.000000
1.363938, -0.164122, 0.108388, 1.000000
