1.132781, 0.063489, 0.000000, 0.000000, 0.000000, 0.000000 
1.209279, 0.072332, 0.107062, 0.851450, 0.846575, 0.090984 
1.286215, 0.079979, 0.092318, 1.203160, 1.198036, 0.110916 
1.361179, 0.086499, 0.079486, 1.461304, 1.456690, 0.116030 
1.427567, 0.091347, 0.066007, 1.663645, 1.660022, 0.109732 
1.492926, 0.095390, 0.055712, 1.837548, 1.834697, 0.102321 
1.558485, 0.098740, 0.044631, 1.997630, 1.995641, 0.089127 
1.625412, 0.101358, 0.030914, 2.149753, 2.148726, 0.066447 
1.695238, 0.103116, 0.019257, 2.294780, 2.294354, 0.044187 
1.762447, 0.104143, 0.007705, 2.429594, 2.429522, 0.018721 
1.829062, 0.104298, -0.004092, 2.552108, 2.552087, -0.010444 
1.890656, 0.103807, -0.013802, 2.667288, 2.667034, -0.036814 
1.959743, 0.102652, -0.022272, 2.783347, 2.782657, -0.061986 
2.028518, 0.100858, -0.030670, 2.894458, 2.893097, -0.088758 
2.093381, 0.098485, -0.033064, 3.002500, 3.000859, -0.099256 
2.179367, 0.093710, -0.090692, 2.971307, 2.959096, -0.269103 
2.303957, 0.075976, -0.230699, 3.001947, 2.922416, -0.686420 
2.446486, 0.033602, -0.349775, 3.144362, 2.953970, -1.077531 
2.536446, -0.004410, -0.462206, 3.164277, 2.832252, -1.411026 
2.629048, -0.051740, -0.510290, 3.306448, 2.885217, -1.614969 
2.693136, -0.089915, -0.575653, 3.402954, 2.854524, -1.852508 
2.759567, -0.134239, -0.625615, 3.512445, 2.847199, -2.056874 
2.828918, -0.186487, -0.678607, 3.627605, 2.823901, -2.277082 
2.898214, -0.244472, -0.730561, 3.748498, 2.791882, -2.501326 
2.973145, -0.313918, -0.782677, 3.872883, 2.745982, -2.731081 
3.036362, -0.379846, -0.839705, 3.941777, 2.631854, -2.934442 
3.092082, -0.443891, -0.886830, 4.041588, 2.553767, -3.132524 
3.146601, -0.512812, -0.928382, 4.143515, 2.482507, -3.317511 
3.198884, -0.584610, -0.968824, 4.246066, 2.404415, -3.499695 
3.249097, -0.659887, -1.008187, 4.344402, 2.317281, -3.674783 
3.291442, -0.729315, -1.048991, 4.410917, 2.198602, -3.823916 
3.333804, -0.804750, -1.080372, 4.500000, 2.120172, -3.970854 
3.371851, -0.877734, -1.108741, 4.500000, 2.045335, -4.107006 
3.407486, -0.950940, -1.138110, 4.500000, 1.960165, -4.243915 
3.445983, -1.036612, -1.170771, 4.500000, 1.857116, -4.392183 
3.481897, -1.124381, -1.202202, 4.500000, 1.750724, -4.532661 
3.508075, -1.194420, -1.233657, 4.500000, 1.622558, -4.628987 
3.533220, -1.267717, -1.260266, 4.500000, 1.520609, -4.738398 
3.555106, -1.337914, -1.281974, 4.500000, 1.437619, -4.838342 
3.576239, -1.409244, -1.295686, 4.500000, 1.389524, -4.922708 
3.594443, -1.475153, -1.314427, 4.500000, 1.313927, -5.012352 
3.614341, -1.552368, -1.335159, 4.500000, 1.226131, -5.106795 
3.631700, -1.627592, -1.358331, 4.500000, 1.122496, -5.203456 
3.647966, -1.704133, -1.375012, 4.500000, 1.048495, -5.286757 
3.660283, -1.768242, -1.392133, 4.500000, 0.961723, -5.325495 
3.673469, -1.841753, -1.406255, 4.500000, 0.869008, -5.233658 
3.684462, -1.910807, -1.426596, 4.500000, 0.750775, -5.170322 
