0.164000, 0.971000
0.187172, 0.976212
0.210300, 0.981383
0.233385, 0.986515
0.256427, 0.991608
0.279426, 0.996663
0.302384, 1.001681
0.325301, 1.006662
0.348178, 1.011607
0.371014, 1.016517
0.393812, 1.021392
0.416571, 1.026234
0.439292, 1.031044
0.461976, 1.035821
0.484623, 1.040567
0.507235, 1.045282
0.529810, 1.049968
0.552351, 1.054625
0.574858, 1.059254
0.597331, 1.063855
0.619771, 1.068429
0.642179, 1.072978
0.664556, 1.077501
0.686901, 1.082000
0.709215, 1.086475
0.731500, 1.090927
0.753756, 1.095358
0.775983, 1.099766
0.798182, 1.104155
0.820353, 1.108523
0.842498, 1.112872
0.864617, 1.117203
0.886710, 1.121517
0.908778, 1.125813
0.930822, 1.130094
0.952843, 1.134359
0.974840, 1.138610
0.996815, 1.142847
1.018768, 1.147071
1.040700, 1.151283
1.062611, 1.155484
1.084503, 1.159673
1.106375, 1.163853
1.128229, 1.168024
1.150064, 1.172186
1.171882, 1.176341
1.193683, 1.180488
1.215468, 1.184630
1.237237, 1.188766
1.258992, 1.192897
1.280733, 1.197024
1.302463, 1.201146
1.324185, 1.205261
1.345901, 1.209370
1.367614, 1.213471
1.389327, 1.217563
1.411042, 1.221647
1.432762, 1.225720
1.454489, 1.229782
1.476226, 1.233833
1.497975, 1.237871
1.519740, 1.241897
1.541522, 1.245908
1.563325, 1.249905
1.585151, 1.253886
1.607002, 1.257851
1.628881, 1.261799
1.650792, 1.265729
1.672735, 1.269641
1.694715, 1.273533
1.716733, 1.277405
1.738792, 1.281256
1.760895, 1.285085
1.783044, 1.288892
1.805242, 1.292675
1.827492, 1.296434
1.849795, 1.300169
1.872156, 1.303878
1.894576, 1.307560
1.917058, 1.311216
1.939604, 1.314843
1.962218, 1.318442
1.984901, 1.322011
2.007656, 1.325549
2.030487, 1.329057
2.053395, 1.332533
2.076383, 1.335976
2.099454, 1.339386
2.122610, 1.342761
2.145854, 1.346101
2.169189, 1.349406
2.192617, 1.352674
2.216140, 1.355905
2.239762, 1.359098
2.263485, 1.362251
2.287311, 1.365365
2.311244, 1.368439
2.335285, 1.371471
2.359437, 1.374462
2.383704, 1.377409
2.408087, 1.380313
2.432582, 1.383168
2.457178, 1.385962
2.481864, 1.388685
2.506628, 1.391326
2.531460, 1.393874
2.556346, 1.396317
2.581277, 1.398645
2.606240, 1.400846
2.631224, 1.402910
2.656217, 1.404825
2.681208, 1.406581
2.706186, 1.408165
2.731139, 1.409568
2.756055, 1.410778
2.780924, 1.411784
2.805733, 1.412575
2.830471, 1.413140
2.855127, 1.413468
2.879689, 1.413547
2.904146, 1.413368
2.928486, 1.412918
2.952698, 1.412186
2.976770, 1.411162
3.000691, 1.409834
3.024450, 1.408192
3.048034, 1.406224
3.071433, 1.403920
3.094634, 1.401267
3.117627, 1.398256
3.140401, 1.394875
3.162942, 1.391112
3.185241, 1.386958
3.207285, 1.382401
3.229063, 1.377429
3.250564, 1.372032
3.271776, 1.366199
