1.161599, -0.184845, 0.000000, 0.000000, 0.000000 
1.478218, -0.258697, 1.737984, 1.685075, -0.425570 
1.785124, -0.342318, 2.449369, 2.337651, -0.731298 
2.072601, -0.445476, 2.979890, 2.737446, -1.177341 
2.330936, -0.577940, 3.414656, 2.880103, -1.834361 
2.551804, -0.748204, 3.748113, 2.716403, -2.582538 
2.737245, -0.955264, 4.006264, 2.395559, -3.211145 
2.893980, -1.193826, 4.333418, 2.122670, -3.777934 
3.028753, -1.458576, 4.500000, 1.898451, -4.243060 
3.148308, -1.744196, 4.500000, 1.759762, -4.631545 
3.259389, -2.045373, 4.500000, 1.724872, -4.961221 
3.368739, -2.356791, 4.500000, 1.805762, -5.239067 
3.483103, -2.673134, 4.500000, 2.013871, -5.461284 
3.609225, -2.989088, 4.500000, 2.364375, -5.612030 
3.753742, -3.299306, 4.500000, 2.625895, -5.242757 
3.920006, -3.597503, 4.500000, 2.823630, -4.685416 
4.107546, -3.876299, 4.500000, 2.988753, -4.080844 
4.315671, -4.128254, 4.500000, 3.130627, -3.435063 
4.543693, -4.345927, 4.259930, 3.252562, -2.750971 
4.790923, -4.521875, 3.920626, 3.354244, -2.029866 
5.056672, -4.648659, 3.680115, 3.451943, -1.275673 
5.340241, -4.718854, 3.668198, 3.631658, -0.516469 
5.638788, -4.728886, 3.871244, 3.864820, 0.222934 
5.944661, -4.683818, 4.202865, 4.097710, 0.934261 
6.249555, -4.589889, 4.500000, 4.241584, 1.630622 
6.545162, -4.453339, 4.500000, 4.269450, 2.306667 
6.823176, -4.280407, 4.500000, 4.132101, 2.935146 
7.075290, -4.077332, 4.500000, 3.669473, 3.361341 
7.295091, -3.849763, 4.500000, 3.233196, 3.803246 
7.483184, -3.601159, 4.500000, 2.836375, 4.257532 
7.641800, -3.334471, 4.500000, 2.453486, 4.696670 
7.773170, -3.052650, 4.500000, 2.082492, 5.118547 
7.879525, -2.758648, 4.500000, 1.725066, 5.524133 
7.963097, -2.455417, 4.500000, 1.374323, 5.880307 
8.026117, -2.145907, 4.500000, 1.039532, 6.194610 
8.070815, -1.833070, 4.500000, 0.726085, 6.474086 
8.099198, -1.519621, 4.500000, 0.415459, 6.726664 
8.111839, -1.206769, 4.500000, 0.081888, 6.955593 
8.108740, -0.895122, 4.500000, -0.277704, 7.159880 
8.089904, -0.585289, 4.500000, -0.659892, 7.330885 
8.055333, -0.277881, 4.500000, -1.056450, 7.426542 
8.005029, 0.026495, 4.500000, -1.454447, 7.426351 
7.938995, 0.327230, 4.500000, -1.833278, 7.297959 
7.857232, 0.623714, 4.500000, -2.207729, 7.152220 
7.759744, 0.915339, 4.500000, -2.579808, 6.995694 
7.646535, 1.201494, 4.500000, -2.954811, 6.842967 
7.517775, 1.481472, 4.500000, -3.329147, 6.688028 
7.373874, 1.754423, 4.500000, -3.695321, 6.515591 
7.215263, 2.019486, 4.500000, -4.037387, 6.298928 
7.042370, 2.275802, 4.500000, -4.358209, 6.049524 
6.855626, 2.522508, 4.500000, -4.658734, 5.772838 
6.655462, 2.758744, 4.500000, -4.940437, 5.473344 
6.442306, 2.983650, 4.500000, -5.214069, 5.162906 
6.216595, 3.196368, 4.500000, -5.497311, 4.859177 
5.978995, 3.396147, 4.500000, -5.784857, 4.560028 
5.730464, 3.582378, 4.500000, -6.060679, 4.252192 
5.471976, 3.754457, 4.500000, -6.295459, 3.914319 
5.204509, 3.911782, 4.500000, -6.473575, 3.542257 
