1.203545, -0.532322
1.204534, -0.532203
1.205160, -0.532127
1.206450, -0.531969
1.207747, -0.531813
1.208650, -0.531703
1.209576, -0.531591
1.211339, -0.531378
1.211748, -0.531329
1.212587, -0.531229
1.213986, -0.531061
1.214661, -0.530980
1.215875, -0.530834
1.217001, -0.530700
1.217165, -0.530680
1.219056, -0.530455
1.219049, -0.530455
1.219989, -0.530344
1.221636, -0.530147
1.222023, -0.530101
1.223061, -0.529978
1.223953, -0.529873
1.226420, -0.529582
1.227100, -0.529502
1.227950, -0.529401
1.230111, -0.529147
1.230535, -0.529097
1.231969, -0.528929
1.233326, -0.528771
1.234258, -0.528661
1.235243, -0.528547
1.236442, -0.528408
1.236996, -0.528343
1.237752, -0.528255
1.238916, -0.528120
1.239442, -0.528059
1.241408, -0.527831
1.242267, -0.527732
1.242860, -0.527663
1.244357, -0.527491
1.244262, -0.527501
1.245417, -0.527369
1.246799, -0.527210
1.247922, -0.527082
1.249621, -0.526886
1.250604, -0.526774
1.252140, -0.526599
1.252340, -0.526576
1.254806, -0.526297
1.259320, -0.525785
1.261314, -0.525561
1.262505, -0.525429
1.264211, -0.525238
1.265142, -0.525135
1.266578, -0.524975
1.267570, -0.524865
1.268881, -0.524719
1.268973, -0.524709
1.271143, -0.524468
1.271855, -0.524390
1.272301, -0.524341
1.272884, -0.524277
1.275201, -0.524022
1.275471, -0.523992
1.276471, -0.523883
1.277421, -0.523780
1.278455, -0.523668
1.278931, -0.523617
1.280612, -0.523436
1.281571, -0.523333
1.282712, -0.523212
1.283564, -0.523121
1.289533, -0.522488
1.290754, -0.522362
1.291300, -0.522305
1.292532, -0.522179
1.292791, -0.522152
1.295087, -0.521918
1.295463, -0.521880
1.297506, -0.521675
1.298106, -0.521615
1.298715, -0.521554
1.300305, -0.521395
1.300736, -0.521352
1.301921, -0.521235
1.302284, -0.521199
1.302895, -0.521138
1.304876, -0.520943
1.305217, -0.520910
1.305774, -0.520855
1.307218, -0.520713
1.308404, -0.520597
1.308356, -0.520602
1.310000, -0.520442
1.310231, -0.520419
1.311782, -0.520269
1.312480, -0.520202
1.318134, -0.519655
1.318889, -0.519582
1.320527, -0.519425
1.321484, -0.519334
1.322198, -0.519266
1.322340, -0.519253
1.324549, -0.519044
1.324729, -0.519027
1.325229, -0.518980
1.326251, -0.518884
1.327968, -0.518722
1.328772, -0.518647
1.328951, -0.518630
1.330956, -0.518443
1.331476, -0.518394
1.331977, -0.518347
1.333770, -0.518181
1.334240, -0.518137
1.334932, -0.518073
1.335824, -0.517990
1.337328, -0.517851
1.337942, -0.517795
1.339119, -0.517685
1.340156, -0.517590
1.340753, -0.517535
1.342371, -0.517385
1.346535, -0.517003
1.347584, -0.516908
1.350045, -0.516684
1.350523, -0.516640
1.353138, -0.516403
1.353450, -0.516374
1.355896, -0.516154
1.355664, -0.516174
1.356655, -0.516087
1.358381, -0.515932
1.358891, -0.515886
1.359687, -0.515815
1.360250, -0.515765
1.361943, -0.515613
1.362337, -0.515579
1.363111, -0.515510
1.365343, -0.515312
1.365535, -0.515295
1.366477, -0.515212
1.366881, -0.515176
1.369015, -0.514987
1.369975, -0.514903
1.371030, -0.514809
1.372683, -0.514664
1.373210, -0.514618
1.375168, -0.514445
1.375931, -0.514379
1.377436, -0.514248
1.378131, -0.514188
1.379947, -0.514030
1.380193, -0.514008
1.381533, -0.513893
1.382148, -0.513839
1.382866, -0.513778
1.383602, -0.513715
1.385989, -0.513509
1.386636, -0.513454
1.388842, -0.513266
1.388650, -0.513281
1.389795, -0.513185
1.391343, -0.513053
1.393298, -0.512889
1.393405, -0.512879
1.394591, -0.512779
1.395791, -0.512679
1.396127, -0.512650
1.398334, -0.512466
1.398739, -0.512432
1.399245, -0.512390
1.401516, -0.512200
1.400737, -0.512264
1.401730, -0.512183
1.403242, -0.512058
1.404076, -0.511988
1.404403, -0.511961
1.406470, -0.511792
1.407745, -0.511687
1.407522, -0.511705
1.408283, -0.511644
1.410253, -0.511484
1.410451, -0.511467
1.411185, -0.511408
1.412783, -0.511279
1.413152, -0.511250
1.413975, -0.511184
1.414282, -0.511159
1.415290, -0.511081
1.416564, -0.510980
1.417182, -0.510932
1.418933, -0.510796
1.419351, -0.510763
1.419588, -0.510745
1.421465, -0.510601
1.421696, -0.510583
1.422466, -0.510525
1.424163, -0.510396
1.424532, -0.510368
1.425996, -0.510257
1.426593, -0.510212
1.427586, -0.510137
1.428171, -0.510094
1.429421, -0.510001
1.430010, -0.509957
1.431224, -0.509868
1.431713, -0.509831
1.433313, -0.509713
1.434572, -0.509621
1.436165, -0.509503
1.436581, -0.509473
1.437343, -0.509418
1.439176, -0.509284
1.439346, -0.509272
1.440138, -0.509215
1.441272, -0.509132
1.441662, -0.509104
1.443614, -0.508965
1.444469, -0.508904
1.444671, -0.508889
1.447279, -0.508705
