0.598034, -0.104832, -0.302656, 1.498488
0.599426, -0.105360, -0.303631, 1.498491
0.600815, -0.105888, -0.304604, 1.498494
0.602432, -0.106505, -0.305737, 1.498498
0.603829, -0.107040, -0.306717, 1.498501
0.605063, -0.107513, -0.307581, 1.498504
0.606456, -0.108049, -0.308557, 1.498507
0.607869, -0.108594, -0.309546, 1.498510
0.609229, -0.109120, -0.310497, 1.498514
0.610631, -0.109664, -0.311479, 1.498517
0.612017, -0.110203, -0.312448, 1.498520
0.613469, -0.110770, -0.313465, 1.498523
0.614808, -0.111294, -0.314403, 1.498526
0.616187, -0.111835, -0.315369, 1.498529
0.617591, -0.112388, -0.316353, 1.498533
0.619006, -0.112946, -0.317345, 1.498536
0.620376, -0.113488, -0.318305, 1.498539
0.621770, -0.114042, -0.319281, 1.498542
0.623167, -0.114597, -0.320257, 1.498545
0.624588, -0.115164, -0.321250, 1.498548
0.626314, -0.115855, -0.322455, 1.498552
0.627333, -0.116263, -0.323166, 1.498555
0.628731, -0.116826, -0.324142, 1.498558
0.630234, -0.117431, -0.325190, 1.498561
0.631548, -0.117963, -0.326105, 1.498564
0.632929, -0.118523, -0.327066, 1.498567
0.634308, -0.119083, -0.328024, 1.498570
0.635660, -0.119633, -0.328962, 1.498573
0.637055, -0.120203, -0.329928, 1.498576
0.638472, -0.120782, -0.330908, 1.498579
0.639826, -0.121338, -0.331843, 1.498582
0.641220, -0.121911, -0.332805, 1.498585
0.642639, -0.122497, -0.333783, 1.498588
0.643994, -0.123057, -0.334718, 1.498591
0.645367, -0.123626, -0.335664, 1.498594
0.646760, -0.124205, -0.336623, 1.498597
0.648185, -0.124798, -0.337604, 1.498600
0.649829, -0.125485, -0.338735, 1.498604
0.650978, -0.125966, -0.339524, 1.498607
0.652382, -0.126556, -0.340488, 1.498610
0.653750, -0.127131, -0.341427, 1.498612
0.655125, -0.127711, -0.342371, 1.498615
0.656485, -0.128287, -0.343305, 1.498618
0.657808, -0.128848, -0.344214, 1.498621
0.659187, -0.129434, -0.345162, 1.498624
0.660615, -0.130043, -0.346142, 1.498627
0.661947, -0.130612, -0.347056, 1.498630
0.663333, -0.131206, -0.348005, 1.498633
0.664703, -0.131794, -0.348941, 1.498636
0.666081, -0.132387, -0.349881, 1.504009
0.667464, -0.132983, -0.350814, 1.495738
0.668832, -0.133573, -0.351746, 1.495747
0.670199, -0.134165, -0.352675, 1.495756
0.671574, -0.134762, -0.353608, 1.495765
0.672984, -0.135375, -0.354562, 1.495775
0.674354, -0.135972, -0.355487, 1.495784
0.675742, -0.136578, -0.356421, 1.495793
